%  columns="iteration, evaluation, sigma, max axis length, min axis length, all principal axes lengths (sorted square roots of eigenvalues of C)" (startseed=215678, 2017/11/24 11:34:59.78)
41 328 5.100472e-01 1.231521e+00 2.552505e-01 2.552505e-01 4.373384e-01 6.415463e-01 1.231521e+00 
42 336 4.197737e-01 1.241036e+00 2.414203e-01 2.414203e-01 4.264523e-01 6.298578e-01 1.241036e+00 
43 344 3.575148e-01 1.192888e+00 2.384914e-01 2.384914e-01 4.068208e-01 6.108990e-01 1.192888e+00 
44 352 4.199654e-01 1.125531e+00 2.471068e-01 2.471068e-01 3.842639e-01 7.054708e-01 1.125531e+00 
45 360 4.579225e-01 1.067082e+00 2.417677e-01 2.417677e-01 3.690322e-01 7.836890e-01 1.067082e+00 
46 368 4.602716e-01 1.012635e+00 2.365054e-01 2.365054e-01 3.539983e-01 8.124174e-01 1.012635e+00 
47 376 4.134028e-01 1.021488e+00 2.289116e-01 2.289116e-01 3.457802e-01 8.071941e-01 1.021488e+00 
48 384 4.680585e-01 1.159050e+00 2.275045e-01 2.275045e-01 3.406227e-01 7.792703e-01 1.159050e+00 
49 392 4.530583e-01 1.134394e+00 2.424356e-01 2.424356e-01 3.254647e-01 7.436692e-01 1.134394e+00 
50 400 4.572852e-01 1.092794e+00 2.373139e-01 2.373139e-01 3.517354e-01 7.026690e-01 1.092794e+00 
51 408 4.560223e-01 1.046342e+00 2.247442e-01 2.247442e-01 3.692990e-01 6.784650e-01 1.046342e+00 
52 416 4.106623e-01 9.949209e-01 2.128617e-01 2.128617e-01 3.588767e-01 6.712271e-01 9.949209e-01 
53 424 4.273374e-01 9.543328e-01 2.066670e-01 2.066670e-01 3.920238e-01 6.455365e-01 9.543328e-01 
54 432 3.766398e-01 9.147617e-01 1.993793e-01 1.993793e-01 3.802005e-01 6.092730e-01 9.147617e-01 
55 440 3.103241e-01 8.696604e-01 1.925404e-01 1.925404e-01 3.663131e-01 5.742690e-01 8.696604e-01 
56 448 2.509397e-01 8.227534e-01 1.850990e-01 1.850990e-01 3.464473e-01 5.725842e-01 8.227534e-01 
57 456 2.503171e-01 7.983480e-01 1.851673e-01 1.851673e-01 3.345115e-01 5.898570e-01 7.983480e-01 
58 464 2.375233e-01 7.840206e-01 1.777569e-01 1.777569e-01 3.189528e-01 5.843443e-01 7.840206e-01 
59 472 2.402517e-01 7.500901e-01 1.754318e-01 1.754318e-01 3.067656e-01 6.096294e-01 7.500901e-01 
60 480 2.611271e-01 7.402544e-01 1.671854e-01 1.671854e-01 2.955218e-01 6.628345e-01 7.402544e-01 
61 488 3.234978e-01 9.064913e-01 1.635168e-01 1.635168e-01 2.807098e-01 6.420653e-01 9.064913e-01 
62 496 2.993389e-01 8.811839e-01 1.551112e-01 1.551112e-01 2.752827e-01 6.172980e-01 8.811839e-01 
63 504 3.460218e-01 8.479695e-01 1.553166e-01 1.553166e-01 2.662024e-01 6.993697e-01 8.479695e-01 
64 512 3.494322e-01 8.514250e-01 1.544539e-01 1.544539e-01 2.537478e-01 6.875628e-01 8.514250e-01 
65 520 3.140362e-01 8.136607e-01 1.531549e-01 1.531549e-01 2.426373e-01 6.612050e-01 8.136607e-01 
66 528 2.727882e-01 7.948003e-01 1.458424e-01 1.458424e-01 2.288470e-01 6.268637e-01 7.948003e-01 
67 536 2.237632e-01 7.490599e-01 1.393955e-01 1.393955e-01 2.165575e-01 5.908597e-01 7.490599e-01 
68 544 1.778578e-01 7.050841e-01 1.315639e-01 1.315639e-01 2.041429e-01 5.598557e-01 7.050841e-01 
69 552 1.482660e-01 6.664609e-01 1.246681e-01 1.246681e-01 1.950934e-01 5.400124e-01 6.664609e-01 
70 560 1.345784e-01 6.288882e-01 1.173309e-01 1.173309e-01 1.893261e-01 5.286973e-01 6.288882e-01 
71 568 1.328223e-01 5.939815e-01 1.104543e-01 1.104543e-01 1.836818e-01 5.814282e-01 5.939815e-01 
72 576 1.333075e-01 6.166649e-01 1.065918e-01 1.065918e-01 1.764107e-01 5.517141e-01 6.166649e-01 
73 584 1.582787e-01 7.033357e-01 1.080313e-01 1.080313e-01 1.684337e-01 5.382080e-01 7.033357e-01 
74 592 1.565914e-01 6.774939e-01 1.020794e-01 1.020794e-01 1.642902e-01 5.512942e-01 6.774939e-01 
75 600 1.472845e-01 6.549355e-01 9.732408e-02 9.732408e-02 1.762463e-01 5.308318e-01 6.549355e-01 
76 608 1.644294e-01 6.705983e-01 9.681536e-02 9.681536e-02 1.928984e-01 5.094699e-01 6.705983e-01 
77 616 1.359323e-01 6.377161e-01 9.173224e-02 9.173224e-02 1.835160e-01 4.965897e-01 6.377161e-01 
78 624 1.142248e-01 6.184716e-01 8.820482e-02 8.820482e-02 1.738747e-01 4.676048e-01 6.184716e-01 
79 632 1.378615e-01 5.915319e-01 9.521897e-02 9.521897e-02 1.706371e-01 5.158109e-01 5.915319e-01 
80 640 1.483592e-01 5.733730e-01 1.021425e-01 1.021425e-01 1.640703e-01 5.244917e-01 5.733730e-01 
81 648 1.293337e-01 5.405777e-01 1.001302e-01 1.001302e-01 1.549790e-01 5.042689e-01 5.405777e-01 
82 656 1.166147e-01 5.183437e-01 9.592651e-02 9.592651e-02 1.499145e-01 4.962214e-01 5.183437e-01 
83 664 9.944295e-02 4.937518e-01 9.195924e-02 9.195924e-02 1.454182e-01 4.762952e-01 4.937518e-01 
84 672 1.123414e-01 5.202745e-01 8.904863e-02 8.904863e-02 1.546731e-01 4.780233e-01 5.202745e-01 
85 680 1.173633e-01 5.093000e-01 8.578256e-02 8.578256e-02 1.528668e-01 4.824316e-01 5.093000e-01 
86 688 1.070875e-01 5.047844e-01 8.088080e-02 8.088080e-02 1.450235e-01 4.677358e-01 5.047844e-01 
87 696 1.075431e-01 5.378031e-01 7.671652e-02 7.671652e-02 1.383272e-01 4.442589e-01 5.378031e-01 
88 704 9.397616e-02 5.177538e-01 7.368002e-02 7.368002e-02 1.305614e-01 4.239180e-01 5.177538e-01 
89 712 1.024779e-01 5.532751e-01 6.955898e-02 6.955898e-02 1.236184e-01 4.550027e-01 5.532751e-01 
90 720 9.152072e-02 5.442280e-01 6.612302e-02 6.612302e-02 1.208158e-01 4.565098e-01 5.442280e-01 
91 728 1.024728e-01 5.693871e-01 6.319551e-02 6.319551e-02 1.301918e-01 4.524001e-01 5.693871e-01 
92 736 1.202815e-01 5.434443e-01 6.076715e-02 6.076715e-02 1.531090e-01 4.471031e-01 5.434443e-01 
93 744 1.055646e-01 5.296830e-01 5.813115e-02 5.813115e-02 1.457105e-01 4.332878e-01 5.296830e-01 
94 752 9.249506e-02 5.098114e-01 5.567492e-02 5.567492e-02 1.388396e-01 4.195625e-01 5.098114e-01 
95 760 9.725834e-02 4.873362e-01 5.383829e-02 5.383829e-02 1.362738e-01 4.498437e-01 4.873362e-01 
96 768 1.021912e-01 4.860746e-01 5.212363e-02 5.212363e-02 1.367751e-01 4.572112e-01 4.860746e-01 
97 776 1.021166e-01 5.115486e-01 4.915113e-02 4.915113e-02 1.346940e-01 4.537492e-01 5.115486e-01 
98 784 1.115775e-01 5.027671e-01 4.647951e-02 4.647951e-02 1.549808e-01 4.304330e-01 5.027671e-01 
99 792 9.027880e-02 4.812622e-01 4.468301e-02 4.468301e-02 1.501296e-01 4.065701e-01 4.812622e-01 
100 800 7.557943e-02 4.568082e-01 4.222463e-02 4.222463e-02 1.508954e-01 3.857283e-01 4.568082e-01 
