%  columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst fitness function value, further objective values of best" (startseed=215678, 2017/11/24 11:34:59.78)
38 304 5.435649e-01 3.926316e+00 -1.340000000000000000e+02 -7.800000000000000000e+01 -6.650000000000000000e+01 -5.400000000000000000e+01
39 312 4.332776e-01 3.998501e+00 -1.340000000000000000e+02 -8.200000000000000000e+01 -6.700000000000000000e+01 -5.900000000000000000e+01
40 320 4.564706e-01 4.369729e+00 -1.340000000000000000e+02 -7.500000000000000000e+01 -6.800000000000000000e+01 -5.900000000000000000e+01
41 328 5.100472e-01 4.824756e+00 -1.340000000000000000e+02 -7.400000000000000000e+01 -6.800000000000000000e+01 -5.900000000000000000e+01
42 336 4.197737e-01 5.140563e+00 -1.340000000000000000e+02 -6.800000000000000000e+01 -6.200000000000000000e+01 -5.300000000000000000e+01
43 344 3.575148e-01 5.001809e+00 -1.340000000000000000e+02 -8.800000000000000000e+01 -6.500000000000000000e+01 -4.800000000000000000e+01
44 352 4.199654e-01 4.554837e+00 -1.340000000000000000e+02 -6.700000000000000000e+01 -6.150000000000000000e+01 -4.800000000000000000e+01
45 360 4.579225e-01 4.413668e+00 -1.340000000000000000e+02 -7.100000000000000000e+01 -6.500000000000000000e+01 -5.600000000000000000e+01
46 368 4.602716e-01 4.281659e+00 -1.340000000000000000e+02 -7.100000000000000000e+01 -6.500000000000000000e+01 -6.000000000000000000e+01
47 376 4.134028e-01 4.462369e+00 -1.340000000000000000e+02 -7.700000000000000000e+01 -6.350000000000000000e+01 -5.000000000000000000e+01
48 384 4.680585e-01 5.094626e+00 -1.340000000000000000e+02 -7.700000000000000000e+01 -6.550000000000000000e+01 -6.400000000000000000e+01
49 392 4.530583e-01 4.679155e+00 -1.340000000000000000e+02 -8.100000000000000000e+01 -6.900000000000000000e+01 -5.700000000000000000e+01
50 400 4.572852e-01 4.604846e+00 -1.340000000000000000e+02 -1.180000000000000000e+02 -6.400000000000000000e+01 -5.200000000000000000e+01
51 408 4.560223e-01 4.655703e+00 -1.340000000000000000e+02 -8.800000000000000000e+01 -5.900000000000000000e+01 -5.400000000000000000e+01
52 416 4.106623e-01 4.674026e+00 -1.340000000000000000e+02 -8.300000000000000000e+01 -7.250000000000000000e+01 -6.100000000000000000e+01
53 424 4.273374e-01 4.617732e+00 -1.340000000000000000e+02 -7.800000000000000000e+01 -6.200000000000000000e+01 -5.400000000000000000e+01
54 432 3.766398e-01 4.588048e+00 -1.340000000000000000e+02 -9.800000000000000000e+01 -6.650000000000000000e+01 -3.700000000000000000e+01
55 440 3.103241e-01 4.516768e+00 -1.340000000000000000e+02 -8.200000000000000000e+01 -6.050000000000000000e+01 -4.900000000000000000e+01
56 448 2.509397e-01 4.444937e+00 -1.340000000000000000e+02 -8.400000000000000000e+01 -6.050000000000000000e+01 -3.800000000000000000e+01
57 456 2.503171e-01 4.311497e+00 -1.340000000000000000e+02 -8.700000000000000000e+01 -6.250000000000000000e+01 -5.500000000000000000e+01
58 464 2.375233e-01 4.410633e+00 -1.340000000000000000e+02 -1.080000000000000000e+02 -8.200000000000000000e+01 -6.700000000000000000e+01
59 472 2.402517e-01 4.275679e+00 -1.340000000000000000e+02 -8.600000000000000000e+01 -7.550000000000000000e+01 -6.600000000000000000e+01
60 480 2.611271e-01 4.427745e+00 -1.340000000000000000e+02 -9.100000000000000000e+01 -7.750000000000000000e+01 -5.800000000000000000e+01
61 488 3.234978e-01 5.543720e+00 -1.340000000000000000e+02 -9.700000000000000000e+01 -7.950000000000000000e+01 -4.300000000000000000e+01
62 496 2.993389e-01 5.680980e+00 -1.340000000000000000e+02 -1.030000000000000000e+02 -7.950000000000000000e+01 -6.100000000000000000e+01
63 504 3.460218e-01 5.459619e+00 -1.340000000000000000e+02 -1.070000000000000000e+02 -7.650000000000000000e+01 -4.200000000000000000e+01
64 512 3.494322e-01 5.512487e+00 -1.340000000000000000e+02 -1.020000000000000000e+02 -8.350000000000000000e+01 -5.700000000000000000e+01
65 520 3.140362e-01 5.312667e+00 -1.340000000000000000e+02 -9.200000000000000000e+01 -8.050000000000000000e+01 -6.800000000000000000e+01
66 528 2.727882e-01 5.449721e+00 -1.340000000000000000e+02 -1.060000000000000000e+02 -8.150000000000000000e+01 -7.300000000000000000e+01
67 536 2.237632e-01 5.373631e+00 -1.340000000000000000e+02 -1.130000000000000000e+02 -7.500000000000000000e+01 -6.900000000000000000e+01
68 544 1.778578e-01 5.359252e+00 -1.350000000000000000e+02 -1.350000000000000000e+02 -9.250000000000000000e+01 -7.400000000000000000e+01
69 552 1.482660e-01 5.345884e+00 -1.350000000000000000e+02 -1.140000000000000000e+02 -8.750000000000000000e+01 -7.900000000000000000e+01
70 560 1.345784e-01 5.359953e+00 -1.350000000000000000e+02 -1.130000000000000000e+02 -9.350000000000000000e+01 -7.200000000000000000e+01
71 568 1.328223e-01 5.377624e+00 -1.890000000000000000e+02 -1.890000000000000000e+02 -1.055000000000000000e+02 -7.400000000000000000e+01
72 576 1.333075e-01 5.785293e+00 -1.890000000000000000e+02 -1.060000000000000000e+02 -9.100000000000000000e+01 -6.300000000000000000e+01
73 584 1.582787e-01 6.510483e+00 -1.890000000000000000e+02 -1.430000000000000000e+02 -8.900000000000000000e+01 -7.400000000000000000e+01
74 592 1.565914e-01 6.636931e+00 -1.890000000000000000e+02 -1.250000000000000000e+02 -8.950000000000000000e+01 -6.700000000000000000e+01
75 600 1.472845e-01 6.729429e+00 -1.890000000000000000e+02 -9.100000000000000000e+01 -8.550000000000000000e+01 -7.200000000000000000e+01
76 608 1.644294e-01 6.926569e+00 -1.890000000000000000e+02 -1.260000000000000000e+02 -9.200000000000000000e+01 -7.000000000000000000e+01
77 616 1.359323e-01 6.951930e+00 -1.890000000000000000e+02 -8.800000000000000000e+01 -7.750000000000000000e+01 -7.200000000000000000e+01
78 624 1.142248e-01 7.011766e+00 -1.890000000000000000e+02 -9.500000000000000000e+01 -8.000000000000000000e+01 -6.400000000000000000e+01
79 632 1.378615e-01 6.212332e+00 -1.890000000000000000e+02 -9.500000000000000000e+01 -8.200000000000000000e+01 -6.300000000000000000e+01
80 640 1.483592e-01 5.613464e+00 -1.890000000000000000e+02 -1.300000000000000000e+02 -8.250000000000000000e+01 -6.900000000000000000e+01
81 648 1.293337e-01 5.398745e+00 -1.890000000000000000e+02 -9.900000000000000000e+01 -8.450000000000000000e+01 -5.700000000000000000e+01
82 656 1.166147e-01 5.403550e+00 -1.890000000000000000e+02 -1.040000000000000000e+02 -8.900000000000000000e+01 -8.000000000000000000e+01
83 664 9.944295e-02 5.369246e+00 -1.890000000000000000e+02 -1.230000000000000000e+02 -8.700000000000000000e+01 -8.200000000000000000e+01
84 672 1.123414e-01 5.842588e+00 -1.890000000000000000e+02 -1.510000000000000000e+02 -1.025000000000000000e+02 -7.900000000000000000e+01
85 680 1.173633e-01 5.937104e+00 -1.890000000000000000e+02 -1.070000000000000000e+02 -8.900000000000000000e+01 -8.200000000000000000e+01
86 688 1.070875e-01 6.241091e+00 -1.890000000000000000e+02 -1.040000000000000000e+02 -8.150000000000000000e+01 -5.300000000000000000e+01
87 696 1.075431e-01 7.010265e+00 -1.890000000000000000e+02 -1.130000000000000000e+02 -9.500000000000000000e+01 -6.800000000000000000e+01
88 704 9.397616e-02 7.027058e+00 -1.890000000000000000e+02 -1.410000000000000000e+02 -9.100000000000000000e+01 -6.700000000000000000e+01
89 712 1.024779e-01 7.954043e+00 -1.890000000000000000e+02 -1.590000000000000000e+02 -9.250000000000000000e+01 -6.700000000000000000e+01
90 720 9.152072e-02 8.230537e+00 -1.890000000000000000e+02 -1.120000000000000000e+02 -9.400000000000000000e+01 -7.500000000000000000e+01
91 728 1.024728e-01 9.009929e+00 -1.890000000000000000e+02 -1.690000000000000000e+02 -8.350000000000000000e+01 -7.300000000000000000e+01
92 736 1.202815e-01 8.943061e+00 -1.890000000000000000e+02 -1.320000000000000000e+02 -9.000000000000000000e+01 -7.700000000000000000e+01
93 744 1.055646e-01 9.111861e+00 -1.890000000000000000e+02 -1.060000000000000000e+02 -9.200000000000000000e+01 -5.800000000000000000e+01
94 752 9.249506e-02 9.156932e+00 -1.890000000000000000e+02 -1.100000000000000000e+02 -8.750000000000000000e+01 -6.800000000000000000e+01
95 760 9.725834e-02 9.051851e+00 -1.890000000000000000e+02 -1.330000000000000000e+02 -1.010000000000000000e+02 -7.300000000000000000e+01
96 768 1.021912e-01 9.325417e+00 -1.890000000000000000e+02 -1.170000000000000000e+02 -9.400000000000000000e+01 -5.400000000000000000e+01
97 776 1.021166e-01 1.040767e+01 -1.890000000000000000e+02 -1.150000000000000000e+02 -8.750000000000000000e+01 -5.400000000000000000e+01
98 784 1.115775e-01 1.081696e+01 -1.890000000000000000e+02 -1.300000000000000000e+02 -8.700000000000000000e+01 -6.200000000000000000e+01
99 792 9.027880e-02 1.077059e+01 -1.890000000000000000e+02 -1.250000000000000000e+02 -8.500000000000000000e+01 -5.700000000000000000e+01
100 800 7.557943e-02 1.081852e+01 -1.890000000000000000e+02 -1.140000000000000000e+02 -1.025000000000000000e+02 -7.500000000000000000e+01
